REGN,PROV,URB,HHCN,REL,SEX,AGE,MOLEFT,YRLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,OCUP,SWORK,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
13,39,1,569,3,1,23,2,97,1,6,581,1,51,531,297,2,,,2,1999,1,5000,4,,2,,804.4727
13,39,1,570,2,2,40,2,96,2,4,Z20,1,80,541,296,2,,,2,1998,1,12000,4,,2,,804.4727
13,39,1,571,2,1,43,12,96,2,6,31,1,81,729,1082,2,,,11,1997,1,42000,1,,2,,804.4727
13,74,1,617,3,1,29,2,96,2,5,382,1,81,532,394,2,,,12,1997,1,21000,4,,2,,353.0398
13,74,1,617,4,2,39,1,96,2,4,451,1,39,541,494,2,,,12,1997,1,21000,4,,2,,353.0398
13,74,1,618,4,2,38,10,96,2,5,451,1,39,541,1294,2,,,12,1997,1,40000,4,,2,,353.0398
13,74,1,642,2,1,38,2,93,2,5,872,2,81,872,9987,2,,,12,1997,1,28000,4,,2,,353.0397
13,74,1,651,3,1,29,8,95,1,5,985,1,15,985,895,2,,,88,8888,1,72000,4,,2,,353.0397
13,74,1,657,2,1,48,10,96,2,5,Z90,1,96,981,1096,2,,,88,8888,1,47000,1,,1,1950,353.0397
13,74,1,658,2,2,32,11,95,2,4,Z90,1,52,541,1195,2,,,88,8888,1,17000,4,,2,,353.0397
13,74,1,686,2,1,36,6,96,2,3,872,1,81,451,696,2,,,88,8888,1,57000,4,,1,1200,353.0398
13,74,1,692,2,1,49,11,96,2,3,872,1,81,700,1196,2,,,88,8888,1,48000,4,,2,,353.0398
13,74,1,693,3,1,27,3,97,1,5,834,1,78,745,9995,2,,,88,8888,1,7000,4,75000,1,3300,353.0398
13,74,1,703,6,1,33,10,96,2,4,872,1,81,872,1096,2,,,88,8888,1,28000,4,,2,,353.0397
13,74,1,704,3,2,37,12,93,1,3,560,1,10,541,1293,2,,,88,8888,1,21000,4,,2,,353.0397
13,74,1,719,2,1,53,1,97,2,6,855,1,81,855,181,2,,,88,8888,1,60000,4,,2,,392.2662
13,74,1,722,2,1,35,3,92,2,5,Z90,1,51,729,385,2,,,88,8888,1,18000,4,,2,,353.0398
13,74,1,753,2,1,48,7,95,2,6,23,1,81,23,693,2,,,7,1997,1,54000,4,,2,,353.0396
13,74,1,851,6,1,25,2,97,1,4,855,1,81,855,297,2,,,88,8888,2,,,,2,,492.1664
13,74,1,851,6,1,29,2,97,1,5,855,1,81,855,297,2,,,88,8888,2,,,,2,,492.1664
13,74,1,851,6,1,24,12,95,1,3,855,1,81,855,1295,2,,,12,1997,2,,,,2,,492.1664
13,74,1,853,3,2,22,3,97,1,5,Z30,1,52,174,397,2,,,7,1997,2,,,,2,,546.8513
13,74,1,854,3,1,40,1,96,2,4,985,1,81,834,296,2,,,88,8888,1,7860,4,,2,,546.8513
13,74,1,856,3,2,32,11,96,2,5,452,1,52,174,1196,1,2,97,,,1,15720,1,26200,1,15720,546.8513
13,74,1,866,2,1,44,6,96,2,4,874,1,81,874,696,2,,,6,1998,1,30000,4,,2,,492.1663
13,74,1,922,2,2,32,99,99,2,6,136,1,39,541,9999,2,,,88,8888,1,10000,4,,2,,492.1662
13,74,1,926,2,1,46,5,96,2,5,370,1,1,370,596,2,,,4,1997,1,79000,1,,2,,492.1663
13,74,1,937,3,1,27,4,95,1,6,834,1,21,834,595,2,,,4,1997,1,20650,4,,2,,495.2443
13,74,1,957,4,1,32,3,96,2,4,Z90,1,81,552,396,2,,,3,1998,1,30000,1,,2,,491.1512
13,74,1,957,3,2,24,5,96,1,4,794,1,81,541,596,2,,,5,1998,1,5000,4,,2,,491.1512
13,74,1,963,3,1,25,2,97,2,5,834,1,81,700,297,2,,,4,1999,1,5000,4,,2,,450.2221
13,74,1,963,3,1,30,8,94,1,5,Z90,1,81,700,894,2,,,8,1998,1,18500,1,,2,,450.2221
13,74,1,963,3,2,27,2,97,1,5,Z90,1,52,172,297,2,,,7,1997,1,5000,4,,2,,450.2221
13,74,1,980,3,1,50,12,96,1,6,163,1,52,542,1296,2,,,88,8888,1,9000,4,,2,,450.2221
13,74,1,982,3,2,36,5,89,3,5,Z20,1,57,541,589,1,2,97,,,1,20000,1,75000,1,50000,450.2221
13,74,1,988,2,2,36,6,94,2,4,Z20,1,82,541,694,2,,,6,1997,1,5000,4,,2,,450.2222
13,74,1,992,2,1,45,6,96,2,6,981,1,999,981,9985,2,,,4,1997,1,160000,1,,2,,450.2222
13,74,1,1033,2,1,46,4,94,2,5,700,1,81,700,594,2,,,6,1997,1,28000,4,,2,,450.2221
13,74,1,1035,2,1,37,10,96,2,4,931,1,81,931,1196,2,,,12,1999,1,25000,1,,2,,450.2221
13,74,1,1040,3,2,40,2,94,1,6,946,1,81,311,594,2,,,5,1998,1,13000,4,,2,,450.2221
13,74,1,1044,2,1,42,5,96,2,4,834,1,94,834,596,2,,,5,1998,1,30000,4,,2,,450.2221
13,74,1,1069,4,1,29,1,97,2,6,532,1,80,532,197,2,,,1,1999,1,10000,4,,2,,450.2221
13,74,1,1084,2,1,42,9,95,2,5,985,1,15,931,987,2,,,9,1997,1,36000,4,,1,22500,450.222
13,74,1,1085,2,1,43,1,95,2,4,880,1,81,880,191,2,,,9,1997,1,42000,4,,1,27000,450.222
13,74,1,1105,3,1,29,6,94,1,4,949,1,89,949,694,2,,,6,1997,1,15000,4,,2,,450.2221
13,74,1,1135,2,1,49,2,97,2,5,846,1,81,846,192,2,,,12,1997,1,32000,1,26000,1,21000,450.2219
13,74,1,1155,2,1,43,2,97,2,5,531,1,52,531,994,2,,,88,8888,1,111000,1,,1,49000,500.2469
13,74,1,1159,3,1,25,2,97,1,6,29,1,999,29,297,2,,,2,1998,1,22100,3,,2,,500.2469
13,74,1,1163,2,1,42,10,96,2,4,949,1,35,981,1096,2,,,88,8888,1,26000,1,,2,,500.2469
13,74,1,1174,2,2,33,7,96,2,4,Z20,1,39,541,9992,2,,,7,1997,1,20000,4,,2,,450.222
13,74,1,1177,1,1,47,10,96,2,5,855,1,81,855,788,2,,,1,1998,1,30000,1,,2,,598.05
13,74,1,1186,3,2,36,1,97,1,6,311,1,52,541,9999,2,,,12,1997,1,4200,4,,2,,598.05
13,74,1,1202,6,1,30,2,97,1,5,985,1,94,629,494,2,,,4,1998,1,12000,4,20000,1,20450,797.3998
13,74,1,1217,2,2,35,99,99,2,2,Z20,1,82,541,891,2,,,4,1999,2,,,,2,,652.4183
13,74,1,1240,2,1,35,1,97,2,6,999,1,96,981,197,2,,,12,1997,1,30000,1,,2,,730.95
13,74,1,1248,4,1,99,3,97,2,6,999,1,39,852,397,2,,,5,1998,2,,,,2,,730.95
13,74,1,1255,2,1,33,8,96,2,3,734,1,81,734,896,2,,,8,1998,1,33000,4,,1,562,652.4183
13,74,1,1266,2,1,28,2,97,2,6,846,1,89,842,1195,2,,,11,1997,1,18000,1,,1,3000,664.5045
13,74,1,1269,3,1,26,3,97,1,6,599,1,52,981,496,2,,,2,1998,1,16800,1,4200,1,2500,664.5045
13,74,1,1283,2,1,45,11,96,2,6,111,1,96,981,195,2,,,88,8888,1,999999,1,999999,1,999999,598.0502
13,74,1,1317,2,2,30,4,96,2,5,Z20,1,39,541,494,2,,,99,1998,1,13000,1,,2,,598.05
13,74,1,1320,1,1,48,10,94,2,4,791,1,81,791,988,2,,,88,8888,1,5000,4,,1,40000,598.05
13,74,1,1293,2,2,36,5,92,2,3,Z20,1,96,541,9989,2,,,88,8888,1,18000,4,,1,1800,652.4181
13,74,1,1338,2,1,41,11,95,2,6,441,1,39,199,990,2,,,6,1997,1,160000,1,,2,,1025.2283
13,74,1,1373,2,2,48,1,97,2,6,199,5,96,552,190,2,,,88,8888,1,10000,4,52000,2,,598.0498
13,74,1,1378,3,1,28,2,96,5,5,759,1,81,532,1094,2,,,12,1997,1,4500,4,,1,1000,598.0498
13,74,1,1387,2,1,34,8,96,2,4,846,1,89,846,1093,2,,,5,1997,1,9000,3,,1,500,797.3998
13,74,1,1387,6,2,23,2,97,1,6,324,1,82,323,396,2,,,3,1999,1,40000,1,,1,20800,797.3998
13,74,1,1387,6,2,52,3,96,2,4,541,1,53,541,890,2,,,4,1998,1,5000,4,,1,6000,797.3998
13,74,1,1393,2,1,48,1,97,2,6,981,1,52,981,1273,2,,,12,1997,1,70000,1,,1,2040,598.05
13,74,1,1398,6,1,47,1,89,2,4,985,1,81,985,586,2,,,88,8888,1,65000,4,,2,,598.05
13,74,1,1409,2,1,35,1,97,2,6,21,1,15,21,791,2,,,5,1997,1,120000,1,36000,1,36000,598.0506
13,74,1,1420,3,1,23,1,97,1,3,Z90,1,94,959,197,2,,,1,1999,2,,,,2,,598.0501
13,74,1,1422,2,1,32,1,97,2,5,163,1,81,31,197,2,,,1,1999,2,,,,2,,598.0501
13,74,1,1423,2,1,30,2,95,2,5,594,1,15,594,295,2,,,5,1997,1,10000,1,,1,550,598.0501
13,74,1,1471,1,1,32,7,96,2,4,352,1,81,599,796,2,,,7,1998,1,30000,4,,1,2100,897.0752
13,74,1,1474,1,1,46,2,96,2,6,Z90,1,81,31,296,2,,,2,1998,1,90000,4,,2,,897.0752
13,74,1,1475,1,1,47,10,94,2,4,531,1,81,531,1094,1,10,96,,,2,,,30000,1,6000,897.0752
13,74,1,1458,3,1,30,8,94,2,5,855,1,81,852,894,1,10,96,,,2,,,14000,1,16786,717.66
13,74,1,1478,4,1,28,10,96,2,4,452,1,81,872,1096,2,,,99,1998,1,5000,4,,2,,717.66
13,74,1,1494,6,2,52,12,96,4,6,441,5,96,549,1296,2,,,12,1997,1,15000,4,,2,,652.418
13,74,1,1512,3,2,37,11,96,1,5,752,1,39,549,1196,2,,,11,1998,2,,,,2,,598.05
13,74,1,1513,2,1,58,11,96,2,2,846,1,81,846,1196,2,,,9,1998,2,,,,2,,797.4002
13,74,1,1551,3,2,26,5,96,1,6,Z90,4,89,842,596,2,,,88,8888,1,26000,1,,1,9000,939.7931
13,74,1,1551,3,2,30,6,96,2,6,Z90,1,89,842,696,2,,,88,8888,1,60000,2,,2,,939.7931
13,74,1,1551,3,2,25,2,97,1,6,Z90,1,89,842,297,2,,,88,8888,2,,,,2,,939.7931
13,74,1,1560,6,1,34,8,96,1,6,23,1,56,23,896,2,,,9,1997,2,,,,2,,939.7931
13,74,1,1561,3,1,30,12,95,1,5,985,1,80,532,393,2,,,88,8888,2,,,,2,,897.0748
13,74,1,1563,2,1,54,1,96,2,5,422,1,15,219,196,2,,,12,1997,1,18000,1,,1,7800,897.0748
13,74,1,1581,1,1,32,7,92,2,6,31,1,52,31,792,1,99,99,,,1,106400,4,,2,,652.4181
13,74,1,1600,6,1,99,7,96,2,5,951,1,15,951,996,2,,,12,1997,1,14000,4,,2,,598.05
13,74,1,1600,3,2,32,12,96,1,6,794,1,52,594,1296,2,,,6,1997,1,64000,4,,2,,598.05
13,74,1,1636,2,2,27,2,97,2,6,411,1,89,852,297,2,,,5,1997,1,45000,1,,2,,652.4183
13,74,1,1637,2,1,42,10,96,2,6,855,1,81,855,284,1,12,96,,,1,10000,1,42000,1,20000,652.4183
13,74,1,1652,3,1,29,6,96,2,6,422,1,89,834,696,2,,,6,1998,1,10000,4,,2,,854.3576
13,74,1,1659,3,2,25,3,97,2,6,79,1,39,541,397,2,,,2,1999,2,,,,2,,598.05
13,74,1,1661,2,1,42,8,96,2,6,Z90,1,52,981,896,2,,,88,8888,1,16000,2,,2,,598.05
13,74,1,1662,2,1,42,5,96,2,5,981,1,90,981,9995,2,,,88,8888,1,120000,2,,2,,598.05
13,74,1,1723,3,1,35,99,95,1,6,846,1,52,745,589,1,1,97,,,1,23400,1,,1,24400,939.7934
13,74,1,1732,3,1,26,4,96,1,5,846,1,81,846,394,2,,,4,1998,2,,,,2,,598.0498
13,74,1,1734,3,1,33,7,96,1,2,949,1,81,342,796,2,,,7,1998,1,19000,1,,2,,598.0498
13,74,1,1741,5,2,28,11,94,1,1,Z30,4,96,Z30,9999,2,,,88,8888,2,,,,2,,717.6603
13,74,1,1741,3,1,32,11,94,2,6,314,2,96,83,1194,2,,,88,8888,2,,,,2,,717.6603
13,74,1,1741,4,2,29,4,90,2,6,133,2,96,66,490,2,,,88,8888,2,,,,2,,717.6603
13,74,1,1778,6,1,55,3,90,1,3,Z90,1,57,531,9968,2,,,88,8888,1,4000,1,,1,36300,1196.1004
13,74,1,1787,1,2,21,10,96,1,3,532,3,39,532,594,2,,,88,8888,1,10000,4,,2,,0
13,74,1,1789,1,1,34,2,97,2,5,532,1,999,981,1194,2,,,11,1997,1,4000,1,10000,2,,730.95
13,74,1,1793,3,1,22,1,97,1,6,999,1,52,594,197,2,,,7,1997,2,,,,2,,730.95
13,74,1,1869,2,1,45,8,95,2,2,401,1,81,855,892,2,,,8,1998,1,30000,4,,2,,164.5075
13,74,1,1870,3,1,35,11,92,2,5,843,1,51,843,1192,2,,,88,8888,1,20000,4,,2,,164.5075
13,74,1,1894,3,2,27,12,96,1,6,Z90,1,89,593,1095,2,,,12,1997,1,18000,4,75000,1,14000,164.5076
13,74,1,1910,3,1,34,3,92,1,5,855,1,81,855,392,2,,,88,8888,2,,,,2,,179.4628
13,74,1,1911,6,1,37,99,95,1,5,834,1,54,959,1187,2,,,88,8888,1,34500,4,,2,,179.4628
13,74,1,1912,3,1,27,2,97,1,4,981,1,35,981,297,2,,,12,1997,1,17888,2,,2,,179.4628
13,74,1,1929,2,2,47,3,96,2,3,794,1,81,794,9992,2,,,3,1998,1,51240,1,,2,,164.5075
13,74,1,1970,2,2,31,3,95,2,6,794,1,39,541,395,2,,,99,1997,1,25000,3,,2,,164.5075
13,74,1,1979,3,2,42,12,96,1,6,66,1,81,66,392,2,,,12,1997,1,62400,1,,2,,164.5075
13,74,1,1979,3,1,40,3,95,1,5,532,1,52,531,294,2,,,4,1997,1,48000,1,,2,,164.5075
13,75,1,1993,2,1,48,10,93,2,5,974,1,51,974,792,2,,,88,8888,1,36000,4,,2,,498.5037
13,75,1,2013,3,2,21,12,96,1,3,451,1,94,532,1296,2,,,12,1998,1,20000,1,,2,,530.0024
13,75,1,2037,2,1,56,10,96,2,3,581,1,999,981,1096,2,,,11,1997,1,42000,1,,2,,578.1841
13,75,1,2061,3,2,36,10,96,3,3,412,1,81,549,1096,2,,,10,1998,1,10000,4,,2,,530.0022
13,75,1,2065,2,1,37,10,96,2,4,974,1,81,974,1090,2,,,12,1997,1,35000,1,,2,,530.0026
13,75,1,2070,6,1,42,10,96,2,4,793,1,81,793,1096,2,,,11,1997,1,31000,1,,2,,530.0026
13,75,1,2077,2,1,33,8,96,2,5,532,1,96,532,393,2,,,8,1997,1,12000,1,,2,,530.0024
13,75,1,2085,3,1,29,9,96,3,5,Z90,1,81,954,793,2,,,7,1998,1,18000,1,,2,,530.0024
13,75,1,2086,3,1,25,10,96,1,5,532,1,35,532,1096,2,,,7,1997,1,24000,1,,2,,530.0024
13,75,1,2086,2,1,48,9,96,2,5,Z90,1,35,848,893,2,,,9,1997,1,36000,1,,2,,530.0024
13,75,1,2087,3,1,34,9,96,2,5,532,1,81,532,996,2,,,6,1998,1,30000,1,,2,,530.0024
13,75,1,2092,2,1,40,10,96,2,5,872,1,89,872,1096,2,,,10,1997,1,45000,1,,2,,530.0028
13,75,1,2098,3,2,19,2,97,1,4,451,1,82,541,297,2,,,1,1999,2,,,,2,,530.0028
13,75,1,2103,2,1,51,3,97,2,5,859,1,81,859,387,2,,,88,8888,2,,,,2,,530.0023
13,75,1,2105,3,1,37,2,97,1,5,23,1,81,23,1094,2,,,12,1997,2,,,150000,2,,530.0023
13,75,1,2129,2,1,47,12,96,2,5,Z90,1,81,981,180,2,,,11,1997,1,250000,5,,2,,706.6699
13,75,1,2131,2,1,49,3,95,2,5,Z90,1,81,981,387,2,,,5,1997,1,32000,1,,2,,706.6699
13,75,1,2132,6,1,46,3,94,2,6,62,1,96,62,394,2,,,88,8888,1,27000,4,,2,,706.6699
13,75,1,2132,6,2,40,3,94,2,6,66,1,96,66,394,2,,,88,8888,1,27000,4,,2,,706.6699
13,75,1,2141,2,1,43,6,96,2,6,382,2,10,421,580,2,,,7,1997,1,20000,1,,2,,636.0029
13,75,1,2152,3,2,25,8,96,2,5,381,1,52,961,595,1,11,96,,,1,15000,4,40000,1,34000,530.0023
13,75,1,2161,3,1,28,3,94,1,5,981,3,96,531,594,2,,,88,8888,1,11000,4,,2,,530.0025
13,75,1,2166,4,1,29,2,97,2,6,26,1,81,29,9995,2,,,99,1998,1,20000,1,,1,4000,530.0025
13,75,1,2167,2,1,44,1,97,2,5,311,1,81,311,9990,2,,,12,1997,1,28000,1,,1,2000,530.0025
13,75,1,2180,2,1,51,1,96,2,2,985,1,81,985,186,2,,,88,8888,1,60000,4,,2,,578.1846
13,75,1,2185,2,1,47,5,95,2,5,855,1,51,855,595,2,,,5,1997,1,38000,4,,2,,578.1846
13,75,1,2232,6,2,26,5,89,1,4,Z30,3,32,541,689,2,,,88,8888,1,27000,4,,2,,530.0026
13,75,1,2238,2,1,46,3,97,2,5,846,1,81,846,681,2,,,88,8888,2,,,,2,,530.0024
13,75,1,2248,3,1,45,8,96,1,6,111,1,82,111,894,2,,,5,1997,1,42000,1,,2,,530.0022
13,75,1,2269,2,1,40,1,97,2,4,872,1,81,872,197,2,,,2,1999,1,10000,4,,2,,585.8798
13,75,1,2342,2,1,40,11,96,2,6,23,1,51,23,394,2,,,11,1998,1,40000,1,,2,,364.3894
13,75,1,2344,3,1,34,12,96,2,4,Z90,1,39,531,1289,2,,,11,1997,1,14200,1,,2,,364.3894
13,75,1,2368,2,2,47,3,94,2,2,791,1,81,791,494,2,,,4,1997,1,36000,4,,2,,364.3893
13,75,1,2370,2,1,45,99,99,2,5,Z90,1,52,531,396,2,,,10,1997,1,72000,2,,2,,364.3893
13,75,1,2374,2,1,42,10,96,2,5,Z90,1,52,951,1096,2,,,99,1997,1,50000,2,,2,,364.3893
13,75,1,2396,1,1,30,12,94,2,4,872,1,51,951,1294,1,1,97,,,2,,,31200,1,5330,397.5157
13,75,1,2416,4,1,41,5,96,2,5,855,1,81,855,594,2,,,88,8888,1,27000,1,,2,,364.3894
13,75,1,2422,4,1,27,12,96,2,5,214,1,96,552,1296,2,,,12,1997,2,,,,2,,364.3894
13,75,1,2422,1,1,24,2,97,2,6,846,1,999,552,297,2,,,12,1997,2,,,,2,,364.3894
13,75,1,2422,3,1,22,12,96,1,6,542,1,999,981,596,2,,,9,1997,2,,,,2,,364.3894
13,75,1,2425,2,2,40,7,96,2,4,Z20,1,39,541,784,2,,,7,1998,1,15000,1,,1,1000,364.3893
13,75,1,2431,3,1,35,2,97,1,6,73,1,81,73,1193,2,,,1,1998,1,8000,1,,2,,364.3893
13,75,1,2453,6,1,54,2,97,2,6,42,1,81,42,276,2,,,2,1998,2,,,,2,,364.3895
13,75,1,2456,6,1,23,3,96,1,4,641,1,81,42,396,2,,,88,8888,2,,,,2,,364.3895
13,75,1,2456,6,1,53,11,96,3,2,641,1,81,43,393,2,,,5,1997,1,10800,3,,2,,364.3895
13,75,1,2461,2,1,57,3,96,2,5,845,1,81,162,396,1,3,97,,,1,23000,2,,2,,364.3894
13,75,1,2505,2,1,50,12,96,2,3,872,1,50,833,1291,2,,,88,8888,1,60000,4,,2,,234.5094
13,75,1,2509,3,1,26,1,97,1,1,332,1,81,332,197,2,,,1,1998,2,,,,2,,234.5094
13,75,1,2509,4,1,36,12,95,2,4,985,1,81,981,992,1,11,96,,,2,,,10000,1,15500,234.5094
13,75,1,2509,3,2,30,12,95,1,6,542,1,89,332,9987,2,,,12,1997,1,21000,4,,2,,234.5094
13,75,1,2509,3,2,30,12,95,1,6,542,1,89,332,9987,2,,,12,1997,1,21000,4,,2,,234.5094
13,75,1,2513,2,1,34,11,96,2,4,961,1,82,961,1196,2,,,10,1997,1,73000,4,,2,,234.5094
13,75,1,2548,1,1,37,4,96,2,5,833,1,52,981,582,2,,,99,9999,1,60000,2,,2,,234.5094
13,75,1,2549,6,2,38,3,97,2,5,Z20,1,82,381,295,1,3,97,,,1,20000,1,20000,1,4000,234.5094
13,75,1,2549,6,1,38,1,96,2,5,872,1,82,872,179,2,,,88,8888,1,10000,1,,2,,234.5094
13,75,1,2550,3,1,27,8,94,1,6,386,1,82,386,894,1,10,96,,,1,45000,4,50000,1,33000,234.5094
13,75,1,2553,3,2,43,10,96,4,4,773,1,47,541,190,2,,,88,8888,1,39000,1,,2,,234.5094
13,75,1,2553,3,1,38,4,96,2,5,542,1,47,552,494,2,,,99,9999,1,4000,1,,2,,234.5094
13,75,1,2553,4,2,35,3,97,2,4,511,1,47,541,494,2,,,88,8888,1,20000,1,50000,1,2500,234.5094
13,75,1,2533,2,1,36,10,95,2,6,Z90,1,52,981,9991,1,12,96,,,1,5000,1,10000,1,13000,234.5093
13,75,1,2541,1,1,32,1,96,2,5,954,1,35,981,194,1,12,96,,,2,,,1000,2,,234.5093
13,75,1,2544,3,2,36,3,96,4,4,793,1,81,593,190,2,,,3,1998,1,2400,4,,2,,234.5093
13,75,1,2544,3,2,31,12,96,4,5,451,5,52,Z90,190,2,,,2,1998,1,28800,4,20000,1,300,234.5093
13,75,1,2563,3,2,27,10,94,1,6,Z20,1,51,560,1094,2,,,10,1997,1,11000,4,,2,,234.5093
13,75,1,2564,4,2,24,9,95,2,5,500,2,15,311,993,2,,,88,8888,2,,,,2,,234.5093
13,75,1,2565,2,1,41,3,97,2,5,861,1,33,861,1090,2,,,1,1998,1,50000,1,75000,1,15000,234.5093
13,75,1,2592,4,1,34,7,96,2,5,861,1,999,370,796,2,,,6,1997,1,105000,2,,2,,234.5094
13,75,1,2630,3,2,40,11,96,1,6,74,1,18,541,1094,2,,,88,8888,1,15000,4,15000,2,,234.5094
13,75,1,2630,3,2,33,1,90,1,6,Z90,1,39,541,190,1,11,96,,,1,13000,4,15000,2,,234.5094
13,75,1,2640,2,1,45,3,90,2,3,959,1,17,959,390,2,,,6,1997,1,30000,1,,2,,234.5094
13,75,1,2648,3,1,30,10,96,1,6,Z90,1,51,22,592,2,,,10,1998,1,30000,1,,2,,346.594
13,75,1,2651,2,2,32,11,95,2,4,Z20,1,82,541,1195,2,,,11,1997,1,24000,1,,2,,346.594
13,75,1,2691,3,1,22,3,96,1,3,846,1,89,846,496,2,,,3,1998,1,15000,1,,2,,381.2537
13,75,1,2725,2,1,48,10,90,2,5,846,1,96,362,191,1,10,96,,,1,54000,4,46000,1,8400,346.5942
13,75,1,2725,3,1,23,9,96,1,4,Z90,5,96,362,996,2,,,7,1997,1,78000,4,,2,,346.5942
13,75,1,2729,4,1,34,1,97,2,6,321,5,18,381,9993,2,,,1,1998,1,19500,4,6500,2,,346.5942
13,75,1,2731,3,2,25,4,95,1,4,Z90,3,89,X10,593,2,,,88,8888,2,,,,1,4000,346.5942
13,75,1,2733,3,2,37,10,94,1,5,192,5,18,192,1194,2,,,88,8888,1,50000,4,,1,12000,346.5942
13,75,1,2709,2,1,40,7,96,2,6,974,1,33,982,790,2,,,4,1997,1,54000,1,,2,,346.5942
13,75,1,2750,2,1,45,1,95,2,2,954,1,80,985,989,2,,,1,1999,1,25900,4,,2,,346.5943
13,75,1,2761,2,1,46,10,95,2,5,Z90,1,82,981,1090,2,,,88,8888,1,42000,1,,2,,346.5943
13,75,1,2762,2,1,40,7,94,2,5,959,1,89,872,794,1,3,97,,,2,,,250000,2,,346.5943
13,75,1,2763,2,1,41,6,96,2,4,893,1,81,776,696,2,,,9,1998,1,18000,1,,2,,346.5943
13,75,1,2764,2,1,43,1,97,2,6,Z90,1,18,29,180,2,,,99,9999,2,,,150000,2,,346.5943
13,75,1,2766,3,2,29,10,92,1,6,73,1,81,73,1092,1,3,97,,,2,,,50000,1,3000,346.5943
13,75,1,2767,2,1,35,2,96,2,6,846,1,81,846,296,2,,,88,8888,1,42500,4,,2,,346.5943
13,75,1,2767,6,2,40,6,96,3,4,Z20,1,39,541,696,2,,,88,8888,1,21000,1,,1,3500,346.5943
13,75,1,2789,2,1,44,12,95,2,5,700,1,82,982,190,1,11,96,,,1,96000,1,30000,2,,346.5943
13,75,1,2775,1,1,42,9,96,2,4,779,1,81,959,895,2,,,88,8888,1,42000,1,,2,,378.1028
13,75,1,2800,2,1,34,3,95,2,4,959,1,39,532,1087,2,,,10,1997,1,42000,1,,2,,346.5942
13,75,1,2815,2,2,44,4,96,2,1,Z20,1,81,794,585,2,,,4,1998,1,30000,4,,2,,346.594
13,75,1,2817,2,1,31,9,96,2,5,532,1,96,531,693,2,,,9,1998,1,48000,1,,2,,346.594
13,75,1,2820,3,1,32,5,96,1,4,954,1,81,951,596,2,,,5,1998,1,30000,1,,2,,346.594
13,75,1,2845,1,1,46,6,87,2,6,700,1,52,700,687,2,,,88,8888,2,,,,2,,346.5943
13,75,1,2870,2,1,39,2,96,2,4,985,1,81,700,286,2,,,3,1998,1,38000,1,,2,,381.2537
13,75,1,2875,2,1,33,12,96,2,5,Z90,1,999,981,891,2,,,8,1997,1,60000,1,,2,,381.2537
13,75,1,2901,2,2,50,6,90,2,5,570,1,47,541,689,2,,,88,8888,1,48000,1,,2,,346.5942
13,75,1,2924,2,1,43,10,96,2,5,954,1,81,954,390,2,,,10,1998,1,50000,1,,2,,346.5944
13,75,1,2936,2,1,32,2,97,2,4,855,1,81,855,297,2,,,3,1998,2,,,,2,,433.4911
13,75,1,2944,2,2,50,9,92,2,0,Z20,2,96,551,1295,2,,,88,8888,1,90000,4,,1,10000,385.1047
13,75,1,2944,2,1,60,9,92,2,0,611,2,96,551,1295,2,,,88,8888,1,90000,4,,1,20000,385.1047
13,75,1,2947,2,1,31,9,95,2,5,872,1,89,872,995,2,,,9,1997,1,60000,1,,2,,385.1047
13,75,1,2956,2,1,38,1,97,2,6,22,1,57,22,695,2,,,88,8888,1,72000,1,100000,2,,378.1028
13,75,1,2973,2,1,37,10,90,2,5,855,3,32,855,1090,2,,,88,8888,1,30000,1,,2,,378.1029
13,76,1,2988,2,1,46,4,95,2,4,452,1,81,959,495,1,3,97,,,1,16000,1,25000,1,11250,490.0442
13,76,1,3012,2,1,40,4,96,2,4,552,1,57,542,690,1,1,97,,,1,22000,1,1000,2,,490.0442
13,76,1,3025,6,1,26,99,99,1,6,Z90,1,39,981,395,2,,,2,1998,2,,,,2,,490.0442
13,76,1,3025,6,1,23,99,99,1,6,Z90,1,39,981,395,2,,,2,1998,2,,,,2,,490.0442
13,76,1,3028,2,1,44,5,96,2,6,22,1,78,22,286,2,,,6,1997,1,121000,1,,1,65000,490.0442
13,76,1,3029,2,1,41,9,96,2,6,981,1,52,981,485,2,,,7,1997,1,90000,1,,2,,490.0442
13,76,1,3030,3,2,28,12,96,4,4,Z20,1,52,171,694,2,,,5,1997,1,33000,2,,2,,490.0442
13,76,1,3033,6,2,38,2,97,2,5,73,1,94,73,586,2,,,4,1999,1,15000,1,75000,2,,490.0442
13,76,1,3033,6,1,40,2,97,2,4,73,1,94,73,686,2,,,4,1999,1,15000,1,75000,1,22500,490.0442
13,76,1,3037,2,1,53,2,97,2,6,111,1,93,111,195,2,,,8,1997,2,,,,2,,490.0443
13,76,1,3050,6,1,61,1,95,3,5,834,1,81,834,883,2,,,10,1997,1,32000,2,,2,,490.0443
13,76,1,3063,2,1,33,12,95,2,4,Z90,1,82,871,1295,2,,,12,1997,1,36000,1,,2,,534.5937
13,76,1,3071,2,1,30,12,96,2,6,362,1,82,981,995,2,,,11,1997,1,49000,2,,1,500,534.5937
13,76,1,3080,2,1,55,2,97,2,5,999,1,5,847,1288,2,,,88,8888,1,20000,1,,2,,534.5936
