REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,MOLEFT,YRLEFT,MSTAT,GRADE,USOCC,REASON,CTRY,STAY,WORK,OCUP,NOMONTH,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
13,76,1,4412,6,2,33,1,8,95,1,7,Z20,1,89,12,1,833,36,1,8,98,,,1,25000,4,,2,,1479.4565
13,76,1,4413,3,1,38,1,10,98,2,6,342,1,89,1,1,949,5,2,,,10,2001,1,120000,2,,2,,1479.4565
13,76,1,4414,1,1,46,8,8,98,2,7,370,1,49,13,1,370,60,1,9,99,,,1,100000,1,70000,2,,1479.4565
13,76,1,4441,1,1,40,1,10,94,2,4,551,1,89,24,1,834,24,1,10,96,,,2,,,,2,,1038.8592
13,76,1,4442,3,2,24,1,3,99,1,7,Z90,1,81,12,1,066,8,2,,,12,1999,1,45000,4,,1,3000,1038.8592
13,76,1,4442,3,2,23,1,2,99,1,7,066,1,81,12,1,066,8,2,,,2,2000,1,45000,4,,2,,1038.8592
13,76,1,4444,2,1,51,1,11,98,2,4,813,1,81,88,1,954,11,2,,,88,8888,1,50000,4,,2,,1038.8592
13,74,1,614,2,1,51,1,5,99,2,6,846,1,81,24,1,846,4,2,,,5,2001,1,17000,1,,2,,791.8233
13,74,1,614,3,1,27,1,2,99,2,7,023,1,81,24,1,023,7,2,,,2,2001,1,23000,1,,2,,791.8233
13,74,1,668,4,1,34,2,6,99,2,6,Z90,1,85,24,1,961,3,2,,,6,2001,1,45000,1,,2,,1187.7348
13,74,1,670,1,1,45,2,9,99,2,4,985,1,81,24,1,846,2,2,,,8,2001,2,,,,2,,1187.7348
13,74,1,710,1,1,56,2,7,98,2,4,Z90,1,81,24,1,846,14,2,,,7,2000,1,45600,1,,2,,586.649
13,74,1,712,3,2,40,2,1,98,4,7,Z90,1,52,24,1,382,20,2,,,1,2000,1,60000,1,,2,,586.649
13,74,1,720,2,1,28,4,8,99,2,6,Z90,1,81,12,1,032,1,2,,,8,2000,2,,,,2,,586.649
13,74,1,795,1,1,48,6,3,99,2,7,425,1,18,6,1,599,6,1,9,99,,,1,138000,2,80000,1,5300,909.8539
13,74,1,824,3,1,27,1,9,95,1,6,Z90,1,81,24,1,532,23,1,8,97,,,2,,,,2,,827.1396
13,74,1,837,3,2,36,1,4,97,1,4,Z90,1,89,24,1,541,24,1,4,99,,,2,,,,1,5000,867.025
13,74,1,837,3,2,34,1,5,98,1,4,Z90,1,89,24,1,541,16,2,,,5,2000,1,60000,1,,2,,867.025
13,74,1,839,3,1,27,1,12,98,1,7,389,1,81,24,1,081,9,2,,,12,2000,1,48000,1,,2,,867.025
13,74,1,853,4,1,35,4,3,99,2,6,452,1,35,10,1,981,6,2,,,12,1999,1,60000,1,,2,,1010.9487
13,74,1,862,2,1,31,5,3,99,2,6,855,1,35,11,1,819,6,2,,,88,8888,1,228000,1,,2,,1010.9487
13,74,1,864,1,1,52,5,3,99,2,7,021,1,15,9,1,021,21,2,,,12,1999,1,310000,1,,2,,1010.9487
13,74,1,901,1,1,43,5,9,99,2,7,029,3,56,3,1,026,40,2,,,12,1999,1,300000,1,,2,,1170.5148
13,74,1,909,2,2,52,4,11,98,2,7,219,4,90,0,2,,,1,11,98,,,2,,,,2,,1170.5148
13,74,1,909,1,1,57,2,11,96,2,7,212,4,50,1,2,,,1,12,96,,,2,,,,2,,1170.5148
13,74,1,916,2,2,43,1,2,98,2,4,Z20,1,96,88,1,541,19,2,,,88,8888,1,52000,4,,2,,758.2115
13,74,1,920,3,2,59,2,1,99,2,4,799,4,96,88,2,,,2,,,88,8888,2,,,,2,,758.2115
13,74,1,921,3,2,21,2,10,98,1,6,Z30,1,52,6,1,172,6,1,4,99,,,2,,,,2,,758.2115
13,74,1,922,2,2,35,2,1,97,2,7,Z20,1,39,12,1,541,18,1,7,98,,,2,,,,2,,758.2115
13,74,1,940,3,1,24,4,4,99,1,4,Z30,1,96,10,1,531,5,2,,,2,2000,1,45000,1,,2,,720.4609
13,74,1,943,1,1,42,2,10,98,2,6,111,1,96,12,1,111,11,2,,,10,2000,1,90000,1,,2,,720.4609
13,74,1,945,2,2,39,1,4,98,2,4,323,6,33,88,1,066,17,2,,,88,8888,1,78000,1,,2,,720.4609
13,74,1,948,2,1,41,1,12,95,2,6,532,6,18,88,1,859,45,2,,,88,8888,1,77000,4,,2,,720.4609
13,74,1,960,3,2,22,1,7,99,1,4,834,1,89,24,1,834,2,2,,,7,2001,2,,,,2,,800.5119
13,74,1,1004,1,1,41,9,12,98,2,7,Z90,1,35,12,1,029,44,2,,,12,1999,1,360000,1,,2,,720.4611
13,74,1,1006,3,1,39,6,2,99,2,4,855,1,81,12,1,855,58,2,,,2,2000,1,46800,1,,2,,720.4611
13,74,1,1017,3,1,27,2,10,98,2,6,532,1,39,12,1,532,11,2,,,88,8888,1,30000,4,,1,20500,654.9645
13,74,1,1059,1,1,48,3,3,99,2,4,855,1,81,12,1,855,6,2,,,3,2000,1,66000,4,,2,,654.9643
13,74,1,1086,3,1,24,1,6,99,2,7,389,4,82,2,2,,,1,8,99,,,2,,,,2,,720.4608
13,74,1,1086,3,1,23,1,6,99,1,7,855,4,82,2,2,,,1,8,99,,,2,,,,2,,720.4608
13,74,1,1125,6,2,26,2,11,96,2,4,794,1,81,36,1,541,15,1,2,98,,,2,,,,2,,895.1182
13,74,1,1127,1,1,35,6,3,99,2,7,Z90,1,96,9,1,981,6,2,,,12,1999,1,114000,1,,2,,895.1182
13,74,1,1849,4,1,27,1,3,99,2,6,599,1,81,24,1,599,6,2,,,3,2001,1,4000,4,,2,,570.9912
13,74,1,1888,6,2,34,2,12,98,1,4,Z90,1,94,48,1,901,12,2,,,88,8888,1,45000,4,,1,9500,428.2434
13,74,1,1889,3,2,27,1,10,97,1,6,Z90,1,94,24,1,432,24,2,,,10,1999,1,50000,1,,2,,428.2434
13,74,1,1889,3,1,23,1,4,99,1,4,531,1,94,24,1,531,5,2,,,9,2001,2,,,,2,,428.2434
13,74,1,1891,3,1,29,2,7,99,2,4,Z90,1,81,24,1,532,2,2,,,7,2001,1,60000,1,30000,1,22500,428.2434
13,74,1,1891,3,1,26,1,6,98,2,4,Z90,1,52,6,1,172,6,1,12,98,,,2,,,,2,,428.2434
13,74,1,1929,2,2,48,1,8,98,2,4,Z20,1,81,24,1,794,13,2,,,99,2000,1,30000,1,,2,,513.8921
13,74,1,1932,1,1,35,1,9,99,2,4,961,1,78,24,1,961,1,2,,,99,2001,1,6000,1,,2,,513.8921
13,76,1,2979,1,1,26,3,3,98,2,7,422,8,83,0,2,,,1,3,98,,,2,,,,2,,1098.5292
13,76,1,2987,6,2,30,1,6,97,2,7,432,6,1,60,2,,,2,,,99,2002,1,5000,4,,2,,1098.5292
13,76,1,2997,2,1,43,3,5,99,2,6,Z90,1,56,12,1,959,36,2,,,4,2000,1,75000,1,30000,1,17100,1006.985
13,76,1,3015,2,1,35,1,10,98,2,4,381,1,81,24,1,859,12,2,,,10,2000,1,42000,4,,2,,1208.3822
13,76,1,3021,2,1,40,5,1,99,2,7,Z30,1,35,10,1,981,50,2,,,2,2000,1,102000,1,,2,,1208.3822
13,76,1,3064,2,2,44,1,10,95,2,3,452,1,51,44,1,541,12,1,7,99,,,1,27500,2,6000,1,1250,1342.6469
13,76,1,3071,2,1,32,4,1,99,2,7,362,1,83,12,1,981,40,2,,,1,2000,1,90000,2,,2,,1342.6469
13,76,1,3088,3,1,25,2,12,97,1,6,173,1,33,88,1,173,37,2,,,88,8888,2,,,,2,,1098.529
13,76,1,3094,4,1,33,5,8,98,2,7,Z90,1,52,12,1,981,40,1,8,99,,,1,60000,1,,1,580,1098.529
13,76,1,3095,2,1,57,1,10,96,2,7,111,1,81,12,1,111,12,1,10,97,,,2,,,,2,,1098.529
13,76,1,3096,3,1,34,1,10,98,1,6,Z90,1,20,10,1,981,12,2,,,10,1999,1,106000,1,25000,2,,1098.529
13,76,1,3099,2,1,38,3,7,99,2,6,531,1,81,24,1,500,48,2,,,7,2001,1,30000,4,66000,1,3500,1342.647
13,76,1,3101,2,2,38,2,9,98,2,4,Z20,1,18,24,1,599,36,2,,,9,2000,1,18000,4,,1,4656,1342.647
13,76,1,3102,3,2,35,5,7,98,4,6,Z90,1,94,24,1,570,30,2,,,7,2000,1,7000,4,,2,,1342.647
13,76,1,3102,3,2,32,6,5,99,1,6,Z90,1,52,6,1,211,42,2,,,11,1999,1,60000,4,,1,2500,1342.647
13,76,1,3103,2,2,38,1,12,98,2,7,311,1,80,12,1,311,12,2,,,12,1999,1,51000,4,,1,5320,1342.647
13,76,1,3104,2,1,39,5,9,99,2,6,Z90,1,101,6,1,981,46,2,,,3,2000,2,,,,2,,1342.647
13,76,1,3112,4,1,40,2,1,98,2,4,532,1,81,24,1,532,24,2,,,2,2000,1,18000,4,,2,,1726.2611
13,76,1,3116,3,2,28,1,7,97,2,6,Z20,1,81,12,1,532,12,1,7,98,,,2,,,,2,,1726.2611
13,76,1,3141,1,1,47,5,6,99,2,7,039,1,52,12,1,029,60,2,,,2,2000,1,72000,1,40000,1,17700,1342.6467
13,76,1,3141,2,2,39,1,10,95,2,7,066,1,96,88,1,066,48,2,,,88,8888,1,65000,4,,2,,1342.6467
13,76,1,3565,2,2,27,2,11,98,2,6,Z30,1,82,24,1,549,36,2,,,88,8888,2,,,,2,,1217.0101
13,76,1,3574,3,1,33,1,10,97,1,4,969,1,80,12,1,532,12,1,10,98,,,2,,,,2,,1217.0101
13,76,1,3574,4,2,28,2,3,99,2,6,532,1,80,12,1,532,24,2,,,2,2000,1,48000,4,,2,,1217.0101
13,76,1,3574,4,1,35,1,12,97,2,6,851,1,80,12,1,851,21,2,,,12,1999,1,90000,4,,2,,1217.0101
13,76,1,3581,2,1,43,2,5,99,2,4,643,1,81,24,1,949,24,2,,,5,2001,1,36000,4,,1,40000,1487.4573
13,76,1,3585,1,1,37,1,3,97,2,4,370,1,81,24,1,370,24,1,3,99,,,2,,,,2,,1487.4573
13,76,1,3589,4,1,41,5,1,99,2,7,981,1,95,5,1,981,5,2,,,11,1999,1,38000,1,38000,2,,1095.9634
13,76,1,3615,2,1,42,5,4,99,2,7,029,1,87,12,1,029,53,2,,,3,2000,1,75000,1,,2,,1217.0102
13,76,1,3657,1,1,35,2,2,96,2,6,985,1,81,24,1,985,39,1,1,98,,,2,,,,2,,1217.0102
13,76,1,3657,2,2,34,1,6,98,2,4,799,1,53,24,1,541,12,1,7,99,,,1,10000,1,5000,2,,1217.0102
13,76,1,3686,3,2,25,2,7,97,1,6,Z90,1,89,20,1,946,43,1,5,99,,,2,,,,1,13200,786.011
13,76,1,3688,2,2,27,3,10,98,2,4,Z20,1,81,24,1,532,48,2,,,10,2000,1,44000,4,,2,,786.011
13,76,1,3692,2,1,45,1,9,97,2,4,959,1,81,24,1,552,24,1,9,99,,,1,35890,1,,1,17300,786.011
13,76,1,3721,2,1,44,2,3,99,2,4,Z90,1,94,88,1,532,26,2,,,12,1999,1,60000,1,,2,,786.0111
13,76,1,3742,2,1,60,4,7,98,2,7,029,1,18,12,1,029,40,1,7,99,,,1,150000,1,45000,2,,943.2128
13,76,1,3742,4,1,35,1,7,98,1,7,021,1,81,24,1,021,12,1,9,99,,,2,,,,2,,943.2128
13,76,1,3767,3,2,33,1,2,99,2,7,139,3,89,88,1,139,6,1,8,99,,,1,79200,1,,2,,315.0408
13,76,1,3795,4,1,25,1,2,99,2,7,451,1,89,12,1,855,8,2,,,2,2000,1,57000,1,,2,,786.011
13,76,1,3795,2,2,46,3,8,98,2,4,500,1,39,12,1,541,36,1,8,99,,,1,21000,1,15000,1,10200,786.011
13,76,1,3795,3,2,23,2,3,99,1,6,532,1,39,24,1,541,29,2,,,3,2001,1,16000,4,,1,17000,786.011
13,76,1,3804,2,1,44,3,2,99,2,6,386,1,96,24,1,386,60,2,,,2,2000,1,195000,1,,2,,786.011
13,76,1,3804,3,2,30,4,10,98,1,7,Z90,4,96,6,2,,,1,4,99,,,2,,,,2,,786.011
13,76,1,3809,6,2,23,1,6,99,1,6,Z30,6,96,88,2,,,2,,,88,8888,2,,,,2,,1721.7383
13,76,1,3809,6,2,52,1,6,98,4,6,622,6,96,88,2,,,2,,,88,8888,2,,,,2,,1721.7383
13,76,1,3815,2,1,51,4,8,98,2,4,Z90,1,81,12,1,981,43,1,8,99,,,1,40000,1,40000,2,,1721.7383
13,76,1,3925,5,2,22,1,9,98,2,4,856,1,96,18,1,852,12,2,,,3,2000,1,72000,4,,2,,682.0157
13,76,1,3935,1,1,49,6,4,98,2,3,931,1,15,12,1,931,12,1,5,99,,,1,20000,4,,2,,682.0157
13,76,1,4078,2,2,33,1,11,98,2,3,Z20,1,52,12,1,541,12,2,,,88,8888,1,36000,4,,2,,833.5744
13,76,1,4094,2,1,40,4,1,99,2,4,532,1,96,12,1,531,12,2,,,4,2000,1,72000,4,,1,1459,625.1806
13,76,1,4095,1,1,46,1,6,97,2,6,985,1,81,24,1,700,24,1,8,99,,,1,24000,4,20000,1,8600,625.1806
13,76,1,4151,6,2,24,2,10,98,1,7,Z30,1,18,24,1,541,24,2,,,10,2001,2,,,,2,,695.9656
13,76,1,4272,3,2,29,4,9,99,2,6,384,1,52,6,1,171,6,2,,,12,1999,1,3000,4,10000,2,,833.5744
13,76,1,4273,3,2,29,1,6,99,1,7,389,4,1,88,1,079,4,2,,,88,8888,1,5000,4,,2,,937.771
13,76,1,4276,3,1,24,1,5,99,1,4,Z30,1,52,60,1,172,60,2,,,88,8888,2,,,,2,,937.771
13,74,1,1269,3,1,28,3,6,99,1,7,599,1,52,10,1,981,30,2,,,4,2000,1,45000,1,32000,1,19000,676.7157
13,74,1,1272,2,1,46,2,10,98,2,7,619,1,81,24,1,969,24,2,,,11,2000,1,90000,1,,1,82000,676.7157
13,74,1,1287,3,2,32,2,6,98,1,6,Z90,1,39,24,1,541,34,2,,,12,2000,1,24000,1,,2,,676.7109
13,74,1,1289,4,1,36,1,9,99,2,6,Z90,1,81,24,1,874,13,2,,,9,2000,1,25000,1,,2,,676.7109
13,74,1,1292,1,1,49,4,1,99,2,7,855,1,81,16,1,700,51,2,,,1,2000,1,20000,4,,2,,676.7109
13,74,1,1292,1,1,49,4,1,99,2,7,855,1,81,16,1,700,51,2,,,1,2000,1,20000,4,,2,,676.7109
13,74,1,1298,1,1,40,2,5,98,2,2,031,1,56,14,1,031,30,1,10,98,,,2,,,,2,,620.3185
13,74,1,1303,4,1,49,2,6,97,2,4,859,1,81,24,1,859,24,2,,,12,1999,1,12000,4,,2,,620.3185
13,74,1,1304,6,2,32,2,8,99,1,7,Z90,6,18,88,1,066,30,2,,,88,8888,1,60000,1,,2,,620.3185
13,74,1,1306,2,1,50,5,8,99,2,4,Z90,1,96,9,1,981,30,2,,,5,2000,2,,,,2,,620.3185
13,74,1,1307,1,1,32,5,2,99,1,5,Z90,1,51,8,1,043,40,2,,,1,2000,2,,,,2,,620.3185
13,74,1,1309,2,2,45,2,5,98,2,4,Z20,1,68,24,1,549,58,2,,,5,2000,1,40000,4,,1,3300,620.3185
13,74,1,1313,6,1,35,4,1,99,1,6,946,1,47,9,1,490,37,2,,,11,1999,2,,,,2,,620.3185
13,74,1,1560,2,2,66,1,9,99,2,4,Z40,8,1,1,2,,,2,,,88,8888,2,,,,2,,582.56
13,74,1,1560,2,1,64,1,9,99,2,7,Z40,2,1,1,2,,,2,,,88,8888,2,,,,2,,582.56
13,74,1,1615,1,2,29,3,9,98,2,7,451,1,96,12,1,981,24,1,9,99,,,1,81500,1,20000,1,30545,620.3184
13,74,1,1720,2,1,69,5,99,99,2,6,Z90,1,999,10,1,981,50,1,99,99,,,1,90000,1,,2,,620.3188
13,74,1,1722,2,1,49,3,9,96,2,7,949,1,89,11,1,949,33,1,9,99,,,1,100000,1,16000,2,,620.3188
13,74,1,1774,4,1,23,1,9,99,2,4,871,1,81,24,1,871,99,2,,,9,2001,2,,,,2,,620.3186
13,74,1,1513,2,2,65,1,9,99,2,7,Z90,4,96,6,2,,,2,,,2,2000,2,,,,2,,676.7111
13,74,1,1182,3,1,46,1,9,99,1,7,985,1,56,24,1,023,1,2,,,10,2001,2,,,,2,,676.7109
13,74,1,1265,6,2,52,1,1,99,4,4,Z20,1,81,12,1,541,8,2,,,1,2000,1,13000,4,,2,,676.7157
13,74,1,1442,3,2,36,2,7,99,1,7,322,1,81,12,1,389,15,2,,,7,2000,2,,,,2,,744.3825
13,74,1,1442,3,2,34,2,6,99,1,7,946,3,18,36,1,219,52,2,,,6,2002,2,,,,1,7000,744.3825
13,74,1,1447,2,2,48,2,10,98,2,4,794,1,81,24,1,794,36,2,,,11,2000,1,49998,1,,2,,744.3825
13,74,1,1448,2,2,59,1,7,99,2,2,Z20,4,1,3,2,,,2,,,10,1999,2,,,,2,,744.3825
13,74,1,1342,5,1,33,3,2,98,2,7,022,1,56,12,1,022,36,2,,,12,1999,1,150000,1,,2,,744.382
13,74,1,1343,3,2,29,2,6,98,1,7,946,1,80,24,1,389,39,2,,,4,2000,1,58500,3,,2,,744.382
13,74,1,1343,3,2,32,3,7,99,2,7,062,1,81,12,1,079,26,2,,,8,2000,1,12000,1,80000,1,27000,744.382
13,74,1,1384,3,2,19,1,12,98,1,6,Z90,1,50,6,1,171,6,1,6,99,,,1,22800,1,19000,1,15000,1063.4027
13,74,1,1384,3,2,25,1,6,98,1,7,Z90,1,50,12,1,171,12,1,6,99,,,1,34200,1,19000,1,15000,1063.4027
13,74,1,1433,2,1,42,5,3,99,2,5,362,6,96,11,1,532,45,2,,,1,2000,1,38000,1,,2,,676.7115
13,74,1,1591,3,1,30,1,1,99,1,6,589,1,89,36,1,949,8,2,,,1,2002,1,9000,1,,2,,768.2915
13,74,1,1211,2,2,53,3,2,99,2,4,531,1,51,88,1,531,50,2,,,88,8888,1,60000,4,,2,,676.7109
13,74,1,1220,2,1,56,3,1,99,2,6,532,1,95,9,1,042,45,2,,,88,8888,1,11700,1,,2,,744.3823
13,74,1,1220,2,1,56,3,1,99,2,6,532,1,95,9,1,042,45,2,,,88,8888,1,11700,1,,2,,744.3823
13,74,1,1246,3,2,23,1,8,99,1,7,133,5,96,24,2,,,2,,,8,2001,2,,,,2,,1063.4031
13,74,1,1349,3,1,26,3,6,99,1,7,Z30,1,96,6,1,599,18,2,,,12,1999,1,45000,4,,2,,676.7109
13,74,1,1352,1,1,43,1,5,97,2,5,951,1,81,24,1,969,24,1,7,99,,,1,14000,4,30000,1,38000,676.7109
13,74,1,1353,2,1,43,3,3,99,2,5,853,1,81,24,1,853,60,2,,,5,2001,1,40000,4,,2,,676.7109
13,74,1,1355,2,1,41,2,2,99,2,2,931,1,81,36,1,931,24,2,,,1,2001,1,60000,1,,1,2500,676.7109
13,74,1,1370,3,2,23,1,7,99,1,4,Z90,1,52,6,1,172,2,2,,,12,1999,1,9150,4,,2,,620.3183
13,74,1,1466,1,1,33,2,7,97,2,6,985,1,89,24,1,946,41,1,4,99,,,1,60000,4,,1,42000,620.3186
13,74,1,1477,2,1,41,2,6,99,2,3,951,1,89,24,1,951,12,2,,,99,2001,1,10000,4,,2,,676.7111
13,74,1,1497,3,2,30,5,8,97,2,4,Z20,1,52,6,1,172,12,2,,,1,2000,2,,,,1,2000,676.7108
13,74,1,1497,3,2,23,4,3,99,2,4,451,1,52,6,1,172,24,1,9,99,,,1,50000,5,50000,2,,676.7108
13,74,1,1512,3,2,39,3,6,99,1,5,949,1,39,24,1,541,36,2,,,6,2001,1,10000,4,80000,1,8000,620.3185
13,74,1,1566,4,1,29,1,6,99,2,6,217,1,81,24,1,217,4,2,,,6,2001,1,34000,4,,2,,710.9183
13,74,1,1568,1,1,38,3,10,98,2,4,532,1,56,3,1,532,23,1,2,99,,,2,,,,2,,710.9183
13,74,1,1578,6,2,24,1,9,99,1,6,Z90,1,89,12,1,541,1,2,,,88,8888,2,,,,2,,930.4775
13,74,1,1643,3,1,28,1,4,97,1,7,073,8,96,88,1,073,2,2,,,88,8888,2,,,,1,10000,930.478
13,74,1,1661,1,1,50,5,11,98,2,7,629,1,95,12,1,042,11,2,,,88,8888,1,54000,1,,1,3400,620.3185
13,74,1,1683,1,1,42,3,9,99,2,7,123,8,96,1,2,,,2,,,10,1999,2,,,,2,,805.9515
13,74,1,1683,2,2,42,2,9,99,2,7,Z40,8,96,1,2,,,2,,,10,1999,2,,,,2,,805.9515
13,74,1,1736,2,2,28,1,6,98,2,4,Z20,1,52,6,1,179,6,1,12,98,,,2,,,,2,,620.3183
13,74,1,1745,2,1,36,3,9,99,2,7,Z90,1,81,24,1,022,25,2,,,9,2001,1,60000,1,,2,,620.3187
13,74,1,1745,6,2,63,1,9,99,3,6,Z20,6,96,88,2,,,2,,,88,8888,2,,,,2,,620.3187
13,74,1,1780,2,1,47,2,7,95,2,4,589,1,81,72,1,859,60,2,,,88,8888,1,42000,4,,2,,620.3186
13,74,1,1798,2,1,43,5,9,99,2,6,531,1,96,12,1,531,60,2,,,9,2000,1,44000,1,,2,,744.3821
13,74,1,1800,3,2,24,1,7,97,2,4,Z20,1,81,24,1,541,27,2,,,6,2000,1,15000,4,,1,7800,744.3821
13,75,1,2002,2,2,35,1,6,99,2,6,Z20,1,51,12,1,541,3,2,,,5,2000,1,21000,4,,2,,883.3423
13,75,1,2013,2,2,40,2,3,98,2,4,451,1,89,11,1,541,37,1,2,99,,,2,,,,2,,809.7301
13,75,1,2017,3,2,29,2,99,98,1,6,Z20,1,52,6,1,172,55,2,,,88,8888,1,10000,4,,2,,348.1837
13,75,1,2018,1,1,46,1,3,98,2,3,813,1,81,24,1,811,17,2,,,88,8888,1,40000,4,,2,,348.1837
13,75,1,2054,3,1,24,1,2,99,1,6,542,1,81,24,1,843,8,2,,,2,2001,2,,,,2,,1388.1082
13,75,1,2071,2,1,35,1,6,98,2,4,Z90,1,89,24,1,541,15,2,,,5,2000,1,40000,4,,2,,883.3421
13,75,1,2073,2,1,31,3,12,98,2,6,Z90,1,52,12,1,981,47,2,,,11,1999,1,54000,2,,2,,883.3421
13,75,1,2074,3,1,43,1,9,99,2,2,985,1,89,6,1,949,99,2,,,2,2000,2,,,,2,,883.3421
13,75,1,2074,3,1,39,4,9,99,2,6,Z90,1,89,12,1,362,36,2,,,10,2000,1,39000,3,48000,1,68000,883.3421
13,75,1,2080,3,2,22,4,5,99,1,3,Z30,1,52,4,1,179,10,2,,,11,1999,1,42000,4,,1,16000,808.9742
13,75,1,2084,1,1,45,2,1,98,2,1,846,1,96,18,1,599,32,2,,,10,1999,1,36000,1,,2,,808.9742
13,75,1,2086,3,1,25,1,1,99,1,7,054,8,96,9,1,532,9,2,,,10,1999,1,19000,4,,2,,808.9742
13,75,1,2087,1,1,36,2,7,99,2,4,985,1,81,12,1,872,12,2,,,4,2000,1,30000,1,35000,2,,808.9742
13,75,1,2088,1,1,49,3,2,98,2,6,Z90,1,52,11,1,981,35,2,,,10,1999,1,90000,1,,2,,808.9742
13,75,1,2100,2,2,40,3,8,97,2,2,Z20,1,53,36,1,541,34,2,,,7,2000,1,56000,4,,2,,809.7306
13,75,1,2108,4,1,35,1,10,94,2,6,162,1,81,24,1,323,58,1,8,99,,,1,25000,1,50000,1,77000,809.7299
13,75,1,2126,1,1,55,5,9,99,2,7,846,1,96,12,1,043,60,2,,,12,1999,1,228000,1,228000,2,,971.6761
13,75,1,2130,1,1,50,3,1,99,2,7,846,1,96,6,1,848,36,1,7,99,,,1,45600,3,45600,1,13800,971.6761
13,75,1,2130,6,1,53,4,3,99,2,4,531,1,96,9,1,531,24,2,,,12,1999,1,42000,3,,2,,971.6761
13,75,1,2136,3,1,34,3,9,99,1,7,946,4,21,1,1,700,12,2,,,10,1999,1,5000,1,5000,2,,971.6761
13,75,1,2150,3,1,41,1,1,97,1,7,Z90,6,96,60,2,,,2,,,99,2003,1,3800,4,,2,,1079.6398
13,75,1,2150,3,2,37,2,12,98,1,7,Z90,6,18,84,1,946,33,2,,,99,2005,1,22800,4,,2,,1079.6398
13,75,1,2150,3,1,28,1,1,97,1,7,Z90,6,96,60,1,852,21,2,,,99,2005,1,,2,,,,1079.6398
13,75,1,2151,2,1,44,4,12,98,2,7,Z90,1,81,10,1,974,40,2,,,11,1999,1,60000,1,,1,4000,1079.6398
13,75,1,2157,1,1,47,4,9,99,2,7,Z90,1,95,10,1,043,40,2,,,10,2000,1,152000,1,100000,1,17017,1079.6398
13,75,1,2159,1,1,35,2,5,99,2,3,859,1,94,24,1,859,20,2,,,5,2001,1,83000,1,35000,1,5500,1079.6398
13,75,1,2170,1,1,44,5,8,99,2,7,Z30,1,66,9,1,043,60,2,,,1,2000,1,152000,1,152000,,,971.6762
13,75,1,2171,1,1,42,3,7,99,2,6,859,1,81,24,1,629,60,2,,,8,2000,1,71000,1,71000,2,,971.6762
13,75,1,2175,1,1,32,5,5,99,2,4,531,1,95,10,1,531,5,2,,,3,2000,1,21800,1,,2,,809.7303
13,75,1,2178,1,1,46,2,2,99,2,4,Z90,1,81,24,1,846,8,2,,,3,2001,1,60000,4,,2,,809.7303
13,75,1,2213,3,2,30,1,3,97,1,4,Z90,1,51,24,1,549,24,1,3,99,,,2,,,,2,,883.3418
13,75,1,2222,4,1,32,1,5,99,1,6,Z90,1,52,12,1,954,24,2,,,88,8888,1,55000,4,,2,,971.6764
13,75,1,2222,4,1,32,1,5,99,1,6,Z90,1,52,12,1,954,24,2,,,88,8888,1,55000,4,,2,,971.6764
13,75,1,2230,3,1,34,5,5,99,2,7,Z90,1,96,12,1,043,12,2,,,7,2000,1,90000,1,,2,,971.6764
13,75,1,2248,3,1,26,2,3,99,1,7,Z90,1,52,24,1,043,31,2,,,2,2001,1,108000,2,,2,,883.3416
13,75,1,2260,3,2,24,4,99,99,1,4,171,1,52,6,1,171,21,2,,,4,2000,2,,,,2,,971.676
13,75,1,2269,1,1,43,2,8,99,2,4,872,1,81,24,1,872,26,2,,,10,1999,1,34000,1,10000,2,,971.6752
13,75,1,2282,3,2,43,1,8,97,2,3,949,1,47,72,1,541,60,2,,,2,2000,1,165000,1,,2,,761.9004
13,75,1,2290,3,2,34,1,9,96,1,7,Z20,1,51,36,1,541,36,2,,,1,2000,1,99000,1,,2,,761.9004
13,75,1,2291,2,2,40,1,7,99,2,7,Z20,1,94,3,1,541,3,2,,,2,2000,1,25000,1,25000,2,,761.9004
13,75,1,2327,1,1,50,8,9,99,2,4,985,1,66,9,1,982,60,2,,,6,2000,2,,,,2,,850.2365
13,75,1,2328,3,1,28,2,1,98,1,7,854,1,82,9,1,981,18,2,,,12,1999,1,24000,1,,2,,850.2365
13,75,1,2367,1,1,44,2,6,97,2,4,846,1,81,24,1,846,24,2,,,10,1999,1,90000,1,,1,32000,761.9001
13,75,1,2378,1,1,37,2,5,97,2,6,Z90,1,39,24,1,982,48,1,4,99,,,2,,,,2,,979.4601
13,75,1,2380,3,1,36,1,2,97,1,6,Z90,1,39,12,1,794,12,1,1,98,,,2,,,,2,,979.4601
13,75,1,2410,3,2,22,2,7,98,1,4,Z90,1,89,12,1,852,24,1,7,99,,,1,15000,1,65000,1,4810,761.9001
13,75,1,2476,3,2,30,1,5,95,1,7,325,1,87,48,1,981,36,1,6,99,,,1,14000,1,50000,1,22700,552.5451
13,75,1,2483,1,1,51,5,3,98,2,4,872,1,81,4,1,872,45,2,,,12,1999,1,120000,1,,2,,552.5451
13,75,1,2490,3,1,32,1,10,97,1,7,022,1,89,36,1,949,38,2,,,9,2003,1,78000,4,,2,,613.9386
13,75,1,2495,3,1,20,1,9,99,1,6,Z30,1,82,24,1,949,99,2,,,99,2001,2,,,,2,,613.9386
